username,timestamp,content,retweets,likes,replies,composite_signal,signal_confidence,trading_signal
user_482,2025-08-31 12:19:21+00:00,This is a sample tweet about Indian stock market #sensex,52,1419,271,-1.1401304450413396,0.44047278831091863,HOLD
user_80,2025-08-31 12:18:42+00:00,This is a sample tweet about Indian stock market #nifty50,654,2649,380,0.8202126544116722,0.5974747437794947,HOLD
user_461,2025-08-31 12:17:21+00:00,This is a sample tweet about Indian stock market #sensex,520,489,482,-0.7970524433749302,0.6088407838320873,SELL
user_280,2025-08-31 12:17:04+00:00,This is a sample tweet about Indian stock market #nifty50,686,2772,257,0.7222127685031553,0.6455688922576124,BUY
user_183,2025-08-31 12:16:06+00:00,This is a sample tweet about Indian stock market #banknifty,80,2191,384,0.11408988326735361,0.9440095696556888,HOLD
user_169,2025-08-31 12:15:28+00:00,This is a sample tweet about Indian stock market #banknifty,115,1669,355,-0.11374818729271227,0.9441772594115135,HOLD
user_217,2025-08-31 12:14:24+00:00,This is a sample tweet about Indian stock market #banknifty,119,2768,205,0.13048595779247465,0.9359630782199174,HOLD
user_262,2025-08-31 12:14:17+00:00,This is a sample tweet about Indian stock market #nifty50,882,145,244,-0.21364117568303476,0.8951540572819534,SELL
user_467,2025-08-31 12:13:52+00:00,This is a sample tweet about Indian stock market #nifty50,906,583,252,0.00229779415435577,0.9988723410011422,HOLD
user_234,2025-08-31 12:13:16+00:00,This is a sample tweet about Indian stock market #nifty50,830,1986,490,0.8631023066778258,0.5764263386192193,HOLD
user_170,2025-08-31 12:13:07+00:00,This is a sample tweet about Indian stock market #nifty50,68,160,249,-0.9390222665753197,0.539168072551734,HOLD
user_389,2025-08-31 12:10:55+00:00,This is a sample tweet about Indian stock market #sensex,156,532,361,-1.2849523977856299,0.3694003739544697,HOLD
user_208,2025-08-31 12:09:27+00:00,This is a sample tweet about Indian stock market #nifty50,182,765,453,-0.28764360922977017,0.8588368310551684,SELL
user_294,2025-08-31 12:07:46+00:00,This is a sample tweet about Indian stock market #banknifty,782,623,381,0.09342348868149077,0.9541517513583052,HOLD
user_71,2025-08-31 12:07:32+00:00,This is a sample tweet about Indian stock market #sensex,646,1923,437,-0.1502324514303408,0.9262723445202048,HOLD
user_395,2025-08-31 12:06:49+00:00,This is a sample tweet about Indian stock market #intraday,89,15,446,0.014404371011768002,0.9929309513806924,HOLD
user_133,2025-08-31 12:05:12+00:00,This is a sample tweet about Indian stock market #intraday,817,322,138,0.3566719132469088,0.8249606946513761,BUY
user_329,2025-08-31 12:04:06+00:00,This is a sample tweet about Indian stock market #sensex,52,1244,28,-1.5653456893282032,0.23179535053326683,HOLD
user_45,2025-08-31 12:03:16+00:00,This is a sample tweet about Indian stock market #banknifty,388,2548,284,0.397492872313736,0.8049275155493938,BUY
user_258,2025-08-31 12:01:59+00:00,This is a sample tweet about Indian stock market #intraday,653,929,385,0.8188758105322621,0.5981308095231674,HOLD
user_441,2025-08-31 12:01:51+00:00,This is a sample tweet about Indian stock market #banknifty,235,2651,378,0.43781350279213205,0.7851398762987775,BUY
user_260,2025-08-31 12:00:53+00:00,This is a sample tweet about Indian stock market #banknifty,739,2928,1,0.4642196042095067,0.7721808922089288,BUY
user_179,2025-08-31 11:58:36+00:00,This is a sample tweet about Indian stock market #intraday,403,2920,300,1.2985612369598076,0.36272173830310983,HOLD
user_417,2025-08-31 11:57:56+00:00,This is a sample tweet about Indian stock market #banknifty,596,2529,333,0.6494139705856735,0.6812954256470516,BUY
user_60,2025-08-31 11:57:22+00:00,This is a sample tweet about Indian stock market #nifty50,968,166,100,-0.33558105595229426,0.8353111844795476,SELL
user_95,2025-08-31 11:54:15+00:00,This is a sample tweet about Indian stock market #intraday,107,2557,15,0.465417126291288,0.771593199638952,BUY
user_221,2025-08-31 11:53:44+00:00,This is a sample tweet about Indian stock market #nifty50,713,2226,194,0.42782022055052216,0.790044151395183,BUY
user_228,2025-08-31 11:53:40+00:00,This is a sample tweet about Indian stock market #intraday,41,1120,58,-0.13108963305014695,0.9356668202477185,HOLD
user_1,2025-08-31 11:52:41+00:00,This is a sample tweet about Indian stock market #nifty50,813,2274,236,0.5994852930473826,0.7057982830593982,STRONG_BUY
user_347,2025-08-31 11:50:25+00:00,This is a sample tweet about Indian stock market #nifty50,905,751,99,-0.1503918526960891,0.9261941172031888,HOLD
user_268,2025-08-31 11:49:57+00:00,This is a sample tweet about Indian stock market #nifty50,991,860,115,-0.003702417967216355,0.9981830117678959,HOLD
user_135,2025-08-31 11:49:47+00:00,This is a sample tweet about Indian stock market #banknifty,887,427,147,-0.23218691957969373,0.886052600149282,SELL
user_220,2025-08-31 11:49:39+00:00,This is a sample tweet about Indian stock market #sensex,688,2814,215,-0.0625765322038665,0.9692901169918926,HOLD
user_433,2025-08-31 11:49:04+00:00,This is a sample tweet about Indian stock market #intraday,411,1056,443,0.7362236675442051,0.6386929428363938,BUY
user_403,2025-08-31 11:48:46+00:00,This is a sample tweet about Indian stock market #nifty50,547,1247,297,0.01841563537514992,0.9909623945595389,HOLD
user_125,2025-08-31 11:44:58+00:00,This is a sample tweet about Indian stock market #nifty50,216,2326,381,0.2894576048449577,0.8579465996671747,BUY
user_256,2025-08-31 11:44:44+00:00,This is a sample tweet about Indian stock market #sensex,823,246,7,-1.3119010160973301,0.35617514579886833,HOLD
user_52,2025-08-31 11:42:58+00:00,This is a sample tweet about Indian stock market #nifty50,598,763,27,-0.5284374890589608,0.7406655035911976,STRONG_SELL
user_367,2025-08-31 11:42:39+00:00,This is a sample tweet about Indian stock market #banknifty,823,2202,242,0.5872513991434232,0.7118021544356549,STRONG_BUY
user_12,2025-08-31 11:40:44+00:00,This is a sample tweet about Indian stock market #sensex,939,1058,472,-0.19405971397473654,0.9047638003759056,HOLD
user_114,2025-08-31 11:40:33+00:00,This is a sample tweet about Indian stock market #intraday,416,1376,178,0.48996720737628463,0.7595450708691506,BUY
user_149,2025-08-31 11:40:12+00:00,This is a sample tweet about Indian stock market #banknifty,655,1980,435,0.6220178134006482,0.6947402867218536,BUY
user_173,2025-08-31 11:40:10+00:00,This is a sample tweet about Indian stock market #nifty50,911,1887,385,0.743146588884742,0.6352954694233642,BUY
user_363,2025-08-31 11:36:45+00:00,This is a sample tweet about Indian stock market #banknifty,269,1453,462,0.09112995980650698,0.95527731714065,HOLD
user_158,2025-08-31 11:35:01+00:00,This is a sample tweet about Indian stock market #nifty50,372,2060,305,0.2100170719470352,0.8969326122421285,BUY
user_435,2025-08-31 11:34:30+00:00,This is a sample tweet about Indian stock market #nifty50,225,2945,390,0.5686704084061693,0.7209209092087188,STRONG_BUY
user_89,2025-08-31 11:33:43+00:00,This is a sample tweet about Indian stock market #sensex,155,1392,166,-1.2101071546325108,0.4061312150540928,HOLD
user_98,2025-08-31 11:33:17+00:00,This is a sample tweet about Indian stock market #sensex,7,2165,134,-1.0686570020539181,0.4755488942411663,HOLD
user_108,2025-08-31 11:32:47+00:00,This is a sample tweet about Indian stock market #nifty50,375,2572,10,-0.001521066562682527,0.9992535256502338,HOLD
user_33,2025-08-31 11:32:32+00:00,This is a sample tweet about Indian stock market #nifty50,134,2031,40,-0.40227602222881526,0.8025801503450753,SELL
user_30,2025-08-31 11:32:09+00:00,This is a sample tweet about Indian stock market #intraday,219,76,116,-0.32056762299309094,0.8426791346277777,SELL
user_174,2025-08-31 11:32:05+00:00,This is a sample tweet about Indian stock market #sensex,173,1998,261,-0.8034693797081587,0.6056916261986487,SELL
user_94,2025-08-31 11:31:44+00:00,This is a sample tweet about Indian stock market #nifty50,930,59,355,-0.04499888159091418,0.9779164753864826,HOLD
user_3,2025-08-31 11:30:32+00:00,This is a sample tweet about Indian stock market #intraday,906,1230,17,0.6404953321235363,0.6856723115836443,BUY
user_253,2025-08-31 11:30:22+00:00,This is a sample tweet about Indian stock market #nifty50,916,1841,214,0.4806145910571329,0.7641349345587067,BUY
user_362,2025-08-31 11:29:25+00:00,This is a sample tweet about Indian stock market #intraday,35,2794,369,1.0120343016952615,0.5033368914723391,HOLD
user_460,2025-08-31 11:29:08+00:00,This is a sample tweet about Indian stock market #intraday,358,2813,147,0.9913134322428537,0.513505807107303,HOLD
user_175,2025-08-31 11:28:47+00:00,This is a sample tweet about Indian stock market #banknifty,327,77,213,-0.7907066471123128,0.6119550289644857,SELL
user_196,2025-08-31 11:28:43+00:00,This is a sample tweet about Indian stock market #banknifty,348,1748,472,0.30029106583763804,0.8526300008090878,BUY
user_68,2025-08-31 11:28:42+00:00,This is a sample tweet about Indian stock market #intraday,904,256,222,0.5299092714101226,0.7399432158225118,STRONG_BUY
user_137,2025-08-31 11:27:52+00:00,This is a sample tweet about Indian stock market #sensex,842,1762,328,-0.19744080662909094,0.9031045048509232,HOLD
user_27,2025-08-31 11:26:14+00:00,This is a sample tweet about Indian stock market #sensex,986,2840,369,0.44201293236386624,0.7830789760490066,BUY
user_107,2025-08-31 11:26:05+00:00,This is a sample tweet about Indian stock market #sensex,268,216,107,-1.683218104704563,0.1739486153658708,HOLD
user_164,2025-08-31 11:25:55+00:00,This is a sample tweet about Indian stock market #banknifty,27,2451,386,0.17724697649833335,0.9130147721501839,HOLD
user_195,2025-08-31 11:25:29+00:00,This is a sample tweet about Indian stock market #nifty50,745,2319,26,0.25208016619054313,0.8762898463731479,BUY
user_17,2025-08-31 11:25:09+00:00,This is a sample tweet about Indian stock market #sensex,876,124,20,-1.2957949633007984,0.36407930698652413,HOLD
user_333,2025-08-31 11:24:33+00:00,This is a sample tweet about Indian stock market #banknifty,285,445,441,-0.34491951943328847,0.8307282663970543,SELL
user_272,2025-08-31 11:24:17+00:00,This is a sample tweet about Indian stock market #nifty50,160,2741,37,-0.08710004190592338,0.9572550283192762,HOLD
user_316,2025-08-31 11:24:06+00:00,This is a sample tweet about Indian stock market #nifty50,28,2993,173,0.09527232418114284,0.9532444220465661,HOLD
user_310,2025-08-31 11:23:39+00:00,This is a sample tweet about Indian stock market #nifty50,722,272,499,0.06372956973148303,0.9687242555366469,HOLD
user_265,2025-08-31 11:23:07+00:00,This is a sample tweet about Indian stock market #nifty50,8,1725,461,-0.03386559480241763,0.9833802159091528,HOLD
user_12,2025-08-31 11:21:55+00:00,This is a sample tweet about Indian stock market #sensex,960,1454,195,-0.41151263880076255,0.7980472143653196,SELL
user_389,2025-08-31 11:21:32+00:00,This is a sample tweet about Indian stock market #sensex,461,2877,225,-0.2278732083037408,0.888169584966908,SELL
user_101,2025-08-31 11:20:18+00:00,This is a sample tweet about Indian stock market #nifty50,600,1663,444,0.4530166454453965,0.7776788247544658,BUY
user_349,2025-08-31 11:19:23+00:00,This is a sample tweet about Indian stock market #intraday,378,510,365,0.36562267034840057,0.8205680462616366,BUY
user_119,2025-08-31 11:18:03+00:00,This is a sample tweet about Indian stock market #sensex,225,2681,266,-0.4643486583421097,0.772117557965654,SELL
user_116,2025-08-31 11:17:21+00:00,This is a sample tweet about Indian stock market #banknifty,835,485,231,-0.13343962341505244,0.9345135455833233,HOLD
user_465,2025-08-31 11:17:19+00:00,This is a sample tweet about Indian stock market #intraday,191,875,333,0.3016195177759159,0.8519780534708509,BUY
user_107,2025-08-31 11:16:32+00:00,This is a sample tweet about Indian stock market #banknifty,198,2631,170,0.09435531622711422,0.953694450291883,HOLD
user_435,2025-08-31 11:16:04+00:00,This is a sample tweet about Indian stock market #nifty50,711,175,36,-0.6578936681243359,0.6771339531239654,SELL
user_73,2025-08-31 11:15:00+00:00,This is a sample tweet about Indian stock market #banknifty,274,582,107,-0.782001951724607,0.6162269207993795,SELL
user_154,2025-08-31 11:14:29+00:00,This is a sample tweet about Indian stock market #banknifty,665,2796,134,0.5348411885544134,0.7375228420310491,STRONG_BUY
user_461,2025-08-31 11:14:22+00:00,This is a sample tweet about Indian stock market #nifty50,333,255,131,-0.8299459116262692,0.5926980778342769,HOLD
user_360,2025-08-31 11:13:59+00:00,This is a sample tweet about Indian stock market #nifty50,821,2449,70,0.4390366146446544,0.7845396253648583,BUY
user_156,2025-08-31 11:13:46+00:00,This is a sample tweet about Indian stock market #sensex,157,2001,385,-0.6369801620212027,0.6873974065800341,SELL
user_211,2025-08-31 11:12:37+00:00,This is a sample tweet about Indian stock market #banknifty,256,1782,7,-0.44315648533326746,0.782517769208886,SELL
user_53,2025-08-31 11:12:03+00:00,This is a sample tweet about Indian stock market #nifty50,676,537,112,-0.42860708201517006,0.7896579934750836,SELL
user_315,2025-08-31 11:11:42+00:00,This is a sample tweet about Indian stock market #sensex,457,2228,257,-0.45561374160359347,0.7764042811457029,SELL
user_425,2025-08-31 11:10:16+00:00,This is a sample tweet about Indian stock market #banknifty,12,1212,174,-0.6601132959390138,0.6760446548182008,SELL
user_148,2025-08-31 11:09:15+00:00,This is a sample tweet about Indian stock market #intraday,36,828,476,0.3486405718509231,0.8289021331744533,BUY
user_331,2025-08-31 11:08:56+00:00,This is a sample tweet about Indian stock market #nifty50,503,1314,491,0.2876423790902083,0.8588374347550004,BUY
user_259,2025-08-31 11:08:38+00:00,This is a sample tweet about Indian stock market #banknifty,534,2557,338,0.6120542666085836,0.6996299689326426,BUY
user_479,2025-08-31 11:06:55+00:00,This is a sample tweet about Indian stock market #nifty50,23,1907,265,-0.2285335701280976,0.8878455076546186,SELL
user_254,2025-08-31 11:06:43+00:00,This is a sample tweet about Indian stock market #banknifty,600,2784,115,0.44329383157680163,0.7824503655525624,BUY
user_214,2025-08-31 11:06:08+00:00,This is a sample tweet about Indian stock market #sensex,758,422,369,-0.7727567484037373,0.6207640707878943,SELL
user_218,2025-08-31 11:05:55+00:00,This is a sample tweet about Indian stock market #sensex,356,968,453,-0.7883143941040124,0.6131290443249304,SELL
user_165,2025-08-31 11:04:18+00:00,This is a sample tweet about Indian stock market #intraday,328,626,370,0.37583352589296326,0.8155569955027894,BUY
user_418,2025-08-31 11:02:50+00:00,This is a sample tweet about Indian stock market #intraday,473,1774,359,0.9699864386739114,0.5239721825095567,HOLD
user_136,2025-08-31 11:01:28+00:00,This is a sample tweet about Indian stock market #intraday,847,413,209,0.5247601753692178,0.74247017171867,STRONG_BUY
user_188,2025-08-31 11:00:44+00:00,This is a sample tweet about Indian stock market #intraday,141,1275,267,0.3272717308169276,0.8393890455210008,BUY
user_221,2025-08-31 11:00:43+00:00,This is a sample tweet about Indian stock market #intraday,329,56,189,-0.12322686492056595,0.9395255302285249,HOLD
user_391,2025-08-31 11:00:31+00:00,This is a sample tweet about Indian stock market #intraday,591,2243,276,1.1522490997008465,0.43452547142226916,HOLD
user_288,2025-08-31 10:59:48+00:00,This is a sample tweet about Indian stock market #banknifty,87,223,428,-0.6360219825401958,0.6878676400481756,SELL
user_180,2025-08-31 10:59:34+00:00,This is a sample tweet about Indian stock market #sensex,138,1310,447,-0.8523509570515958,0.5817026407339672,HOLD
user_293,2025-08-31 10:58:36+00:00,This is a sample tweet about Indian stock market #nifty50,311,635,455,-0.22183209335022497,0.8911343055566747,SELL
user_233,2025-08-31 10:57:42+00:00,This is a sample tweet about Indian stock market #nifty50,683,743,471,0.18404755830477335,0.9096773377429456,HOLD
user_201,2025-08-31 10:57:14+00:00,This is a sample tweet about Indian stock market #sensex,599,2556,421,0.047740939973057506,0.9765707905242609,HOLD
user_62,2025-08-31 10:55:24+00:00,This is a sample tweet about Indian stock market #banknifty,318,2144,450,0.4062170587610461,0.8006460583368886,BUY
user_361,2025-08-31 10:53:00+00:00,This is a sample tweet about Indian stock market #sensex,772,1338,417,-0.3086791103781358,0.848513507653695,SELL
user_59,2025-08-31 10:51:52+00:00,This is a sample tweet about Indian stock market #intraday,459,2096,50,0.6435303255024213,0.6841828667660201,BUY
user_438,2025-08-31 10:50:06+00:00,This is a sample tweet about Indian stock market #sensex,427,210,268,-1.3079908460378986,0.35809408986364555,HOLD
user_463,2025-08-31 10:49:53+00:00,This is a sample tweet about Indian stock market #nifty50,804,2062,275,0.5594934507084921,0.7254245671670709,STRONG_BUY
user_285,2025-08-31 10:49:15+00:00,This is a sample tweet about Indian stock market #banknifty,653,2452,255,0.5559843299597267,0.7271466933997108,STRONG_BUY
user_179,2025-08-31 10:48:26+00:00,This is a sample tweet about Indian stock market #banknifty,304,645,367,-0.35159140794778565,0.8274539891479439,SELL
user_134,2025-08-31 10:48:03+00:00,This is a sample tweet about Indian stock market #banknifty,693,496,119,-0.4201166179988598,0.7938247497244708,SELL
user_47,2025-08-31 10:47:44+00:00,This is a sample tweet about Indian stock market #sensex,562,1137,408,-0.5961226970156004,0.7074485012338919,STRONG_SELL
user_88,2025-08-31 10:46:31+00:00,This is a sample tweet about Indian stock market #sensex,622,976,148,-0.9856846339121953,0.5162681803504807,HOLD
user_429,2025-08-31 10:46:09+00:00,This is a sample tweet about Indian stock market #nifty50,726,2788,212,0.6999538418024664,0.6564926205434373,BUY
user_276,2025-08-31 10:45:53+00:00,This is a sample tweet about Indian stock market #sensex,294,313,27,-1.7351640335655947,0.1484557773659535,HOLD
user_441,2025-08-31 10:45:21+00:00,This is a sample tweet about Indian stock market #sensex,643,1131,269,-0.7266061457619569,0.6434128107862284,SELL
user_246,2025-08-31 10:44:57+00:00,This is a sample tweet about Indian stock market #nifty50,585,2540,295,0.5889253828370892,0.710980634904619,STRONG_BUY
user_498,2025-08-31 10:44:27+00:00,This is a sample tweet about Indian stock market #nifty50,690,2691,176,0.5746578683188772,0.7179825202159259,STRONG_BUY
user_255,2025-08-31 10:44:11+00:00,This is a sample tweet about Indian stock market #nifty50,53,2859,16,-0.16548755100355667,0.9187857947439366,HOLD
user_336,2025-08-31 10:43:43+00:00,This is a sample tweet about Indian stock market #nifty50,916,2437,491,1.130590182418028,0.4451547407731289,HOLD
user_118,2025-08-31 10:43:43+00:00,This is a sample tweet about Indian stock market #sensex,733,1173,169,-0.7723758410210341,0.6209510038240944,SELL
user_32,2025-08-31 10:43:01+00:00,This is a sample tweet about Indian stock market #banknifty,895,2121,198,0.555059994439866,0.7276003177006338,STRONG_BUY
user_488,2025-08-31 10:42:52+00:00,This is a sample tweet about Indian stock market #banknifty,364,1357,495,0.18519070821529765,0.9091163287068654,HOLD
user_392,2025-08-31 10:42:07+00:00,This is a sample tweet about Indian stock market #sensex,596,1462,438,-0.3863110792397437,0.8104150608803575,SELL
user_30,2025-08-31 10:42:04+00:00,This is a sample tweet about Indian stock market #banknifty,203,524,277,-0.6241756375105956,0.6936813190284599,SELL
user_352,2025-08-31 10:40:20+00:00,This is a sample tweet about Indian stock market #nifty50,79,1777,439,0.020362326716854232,0.9900070417898796,HOLD
user_304,2025-08-31 10:39:54+00:00,This is a sample tweet about Indian stock market #intraday,301,2066,19,0.4426666424993211,0.7827581631008612,BUY
user_289,2025-08-31 10:39:28+00:00,This is a sample tweet about Indian stock market #nifty50,487,833,375,-0.0955242062151841,0.9531208091277167,HOLD
user_66,2025-08-31 10:39:14+00:00,This is a sample tweet about Indian stock market #nifty50,47,1416,401,-0.21423604430598864,0.894862121229048,SELL
user_240,2025-08-31 10:39:13+00:00,This is a sample tweet about Indian stock market #banknifty,481,1764,4,-0.2507715972130185,0.876932036005468,SELL
user_234,2025-08-31 10:38:48+00:00,This is a sample tweet about Indian stock market #banknifty,831,1805,12,0.09561545323633808,0.9530760289961587,HOLD
user_381,2025-08-31 10:37:40+00:00,This is a sample tweet about Indian stock market #banknifty,268,2398,443,0.45654926877619995,0.7759451644607434,BUY
user_462,2025-08-31 10:37:29+00:00,This is a sample tweet about Indian stock market #banknifty,843,1967,60,0.24361424797211578,0.8804445565957775,BUY
user_302,2025-08-31 10:37:12+00:00,This is a sample tweet about Indian stock market #intraday,271,2214,26,0.487268665643428,0.7608693996229162,BUY
user_210,2025-08-31 10:37:04+00:00,This is a sample tweet about Indian stock market #nifty50,188,1818,299,-0.06656538318718647,0.9673325596981223,HOLD
user_361,2025-08-31 10:36:49+00:00,This is a sample tweet about Indian stock market #sensex,793,1945,440,-0.0032795008247748225,0.9983905613956732,HOLD
user_192,2025-08-31 10:36:39+00:00,This is a sample tweet about Indian stock market #sensex,115,403,143,-1.6919690635425697,0.16965401941017877,HOLD
user_456,2025-08-31 10:35:29+00:00,This is a sample tweet about Indian stock market #sensex,346,2984,350,-0.1064515830988349,0.9477581203710251,HOLD
user_165,2025-08-31 10:32:56+00:00,This is a sample tweet about Indian stock market #nifty50,515,2782,293,0.623350196597778,0.6940864100900754,BUY
user_307,2025-08-31 10:31:43+00:00,This is a sample tweet about Indian stock market #banknifty,129,683,448,-0.37717826864698456,0.8148970533296213,SELL
user_370,2025-08-31 10:31:09+00:00,This is a sample tweet about Indian stock market #banknifty,359,143,491,-0.33113575706224063,0.8374927468647062,SELL
user_359,2025-08-31 10:30:54+00:00,This is a sample tweet about Indian stock market #nifty50,719,396,248,-0.2511846959722859,0.8767293048198126,SELL
user_290,2025-08-31 10:29:20+00:00,This is a sample tweet about Indian stock market #nifty50,631,785,453,0.12825714457530857,0.9370568843279821,HOLD
user_42,2025-08-31 10:29:17+00:00,This is a sample tweet about Indian stock market #intraday,758,1273,112,0.6617965443297774,0.6752185885704646,BUY
user_494,2025-08-31 10:28:59+00:00,This is a sample tweet about Indian stock market #intraday,158,182,297,-0.06936310913976818,0.9659595555755445,HOLD
user_81,2025-08-31 10:28:21+00:00,This is a sample tweet about Indian stock market #nifty50,439,544,361,-0.2798441047732028,0.8626644939336747,SELL
user_124,2025-08-31 10:28:05+00:00,This is a sample tweet about Indian stock market #banknifty,726,675,82,-0.3691944140059796,0.8188151873863349,SELL
user_121,2025-08-31 10:27:11+00:00,This is a sample tweet about Indian stock market #banknifty,534,2020,148,0.11279312922684553,0.944645961022736,HOLD
user_451,2025-08-31 10:26:59+00:00,This is a sample tweet about Indian stock market #nifty50,366,1361,280,-0.12301131471695118,0.9396313130404235,HOLD
user_311,2025-08-31 10:25:54+00:00,This is a sample tweet about Indian stock market #sensex,580,1874,235,-0.5234033042305919,0.7431360659837689,STRONG_SELL
user_286,2025-08-31 10:22:40+00:00,This is a sample tweet about Indian stock market #nifty50,927,2706,349,1.0468360855576913,0.48625766587053054,HOLD
user_25,2025-08-31 10:22:35+00:00,This is a sample tweet about Indian stock market #nifty50,808,2248,36,0.2941708429074039,0.8556335442070937,BUY
user_365,2025-08-31 10:22:35+00:00,This is a sample tweet about Indian stock market #banknifty,975,382,172,-0.13482121319049803,0.933835520469517,HOLD
user_230,2025-08-31 10:20:50+00:00,This is a sample tweet about Indian stock market #banknifty,930,1820,319,0.6367880104507146,0.6874917063445247,BUY
user_63,2025-08-31 10:20:06+00:00,This is a sample tweet about Indian stock market #intraday,630,2397,150,1.0691747877782407,0.47529478717487084,HOLD
user_420,2025-08-31 10:19:49+00:00,This is a sample tweet about Indian stock market #intraday,435,2985,300,1.3546998485989583,0.3351713110908874,HOLD
user_486,2025-08-31 10:19:10+00:00,This is a sample tweet about Indian stock market #intraday,789,2694,164,1.3575856136754945,0.333755101135363,HOLD
user_90,2025-08-31 10:18:26+00:00,This is a sample tweet about Indian stock market #intraday,21,1618,454,0.6323995365077119,0.689645381478434,BUY
user_47,2025-08-31 10:17:14+00:00,This is a sample tweet about Indian stock market #intraday,581,242,454,0.567211075563415,0.7216370872916601,STRONG_BUY
user_93,2025-08-31 10:16:42+00:00,This is a sample tweet about Indian stock market #sensex,249,2846,404,-0.17373423826640505,0.9147386736886909,HOLD
user_182,2025-08-31 10:16:36+00:00,This is a sample tweet about Indian stock market #banknifty,936,1979,196,0.5301921061247357,0.7398044126531687,STRONG_BUY
user_452,2025-08-31 10:14:49+00:00,This is a sample tweet about Indian stock market #banknifty,432,1854,327,0.21051362863993933,0.8966889234756066,BUY
user_333,2025-08-31 10:12:08+00:00,This is a sample tweet about Indian stock market #banknifty,822,603,492,0.2823125163928751,0.8614531031872352,BUY
user_364,2025-08-31 10:11:00+00:00,This is a sample tweet about Indian stock market #intraday,638,596,194,0.38957539928611046,0.8088130723521597,BUY
user_425,2025-08-31 10:09:14+00:00,This is a sample tweet about Indian stock market #nifty50,280,2959,214,0.36928347028157216,0.8187714823789093,BUY
user_175,2025-08-31 10:08:21+00:00,This is a sample tweet about Indian stock market #intraday,63,738,365,0.17472112437288562,0.9142543522377409,HOLD
user_466,2025-08-31 10:07:56+00:00,This is a sample tweet about Indian stock market #nifty50,5,1560,230,-0.4402396880306959,0.7839492084524112,SELL
user_475,2025-08-31 10:05:22+00:00,This is a sample tweet about Indian stock market #nifty50,589,462,161,-0.4678029655536193,0.7704223318704475,SELL
user_304,2025-08-31 10:04:36+00:00,This is a sample tweet about Indian stock market #nifty50,297,1383,48,-0.5128037544165298,0.7483378712494873,STRONG_SELL
user_498,2025-08-31 10:04:13+00:00,This is a sample tweet about Indian stock market #sensex,750,1737,332,-0.285571844903306,0.859853564291181,SELL
user_180,2025-08-31 10:03:48+00:00,This is a sample tweet about Indian stock market #intraday,187,1046,50,-0.04100337249665753,0.9798773001960568,HOLD
user_338,2025-08-31 10:03:10+00:00,This is a sample tweet about Indian stock market #sensex,973,235,217,-0.8758920805231598,0.5701496651658118,HOLD
user_167,2025-08-31 10:02:46+00:00,This is a sample tweet about Indian stock market #sensex,112,1025,240,-1.2948252304043408,0.3645552103763493,HOLD
user_268,2025-08-31 10:02:35+00:00,This is a sample tweet about Indian stock market #banknifty,758,2048,172,0.36258466083708213,0.8220589712679338,BUY
user_340,2025-08-31 10:02:26+00:00,This is a sample tweet about Indian stock market #sensex,949,2843,212,0.18207552534086502,0.9106451270958688,HOLD
user_58,2025-08-31 10:02:03+00:00,This is a sample tweet about Indian stock market #intraday,169,345,415,0.17962348259546085,0.9118484846995935,HOLD
user_126,2025-08-31 10:00:37+00:00,This is a sample tweet about Indian stock market #intraday,918,773,107,0.5913852698845736,0.7097734276532601,STRONG_BUY
user_25,2025-08-31 10:00:17+00:00,This is a sample tweet about Indian stock market #sensex,339,2703,96,-0.5981477681166836,0.7064546830338876,STRONG_SELL
user_43,2025-08-31 09:59:34+00:00,This is a sample tweet about Indian stock market #sensex,104,945,171,-1.435459585710411,0.2955378895650943,HOLD
user_197,2025-08-31 09:57:36+00:00,This is a sample tweet about Indian stock market #sensex,514,325,364,-1.041917245959046,0.48867162176246104,HOLD
user_489,2025-08-31 09:56:58+00:00,This is a sample tweet about Indian stock market #nifty50,476,1500,58,-0.28706047109675803,0.8591230102858107,SELL
user_467,2025-08-31 09:56:55+00:00,This is a sample tweet about Indian stock market #sensex,591,2934,270,-0.02087638835446981,0.9897547623459078,HOLD
user_316,2025-08-31 09:56:43+00:00,This is a sample tweet about Indian stock market #banknifty,596,1754,188,0.11619194889204462,0.9429779658397516,HOLD
user_159,2025-08-31 09:54:58+00:00,This is a sample tweet about Indian stock market #sensex,970,1776,87,-0.42479465547500156,0.7915289692051568,SELL
user_91,2025-08-31 09:54:46+00:00,This is a sample tweet about Indian stock market #nifty50,179,824,3,-0.9181390489127235,0.549416661737882,HOLD
user_66,2025-08-31 09:54:41+00:00,This is a sample tweet about Indian stock market #sensex,647,714,309,-0.8387909428590756,0.5883573151746011,HOLD
user_79,2025-08-31 09:53:47+00:00,This is a sample tweet about Indian stock market #sensex,760,1278,221,-0.6287198234394286,0.6914512271181746,SELL
user_230,2025-08-31 09:53:38+00:00,This is a sample tweet about Indian stock market #banknifty,497,1302,489,0.274295146500233,0.8653876850946128,BUY
user_79,2025-08-31 09:52:28+00:00,This is a sample tweet about Indian stock market #nifty50,585,464,180,-0.4430560192187092,0.7825670736768023,SELL
user_97,2025-08-31 09:52:20+00:00,This is a sample tweet about Indian stock market #nifty50,958,329,113,-0.2578745958152434,0.8734461883817864,SELL
user_372,2025-08-31 09:52:17+00:00,This is a sample tweet about Indian stock market #banknifty,225,2433,482,0.48864341272376133,0.7601947326109247,BUY
